Prov_id,Province,District,Sector,Cell,Village
1,Kigali,Nyarugenge,Gitega,Akabahizi,Gihanga
1,Kigali,Nyarugenge,Gitega,Akabahizi,Iterambere
1,Kigali,Nyarugenge,Gitega,Akabahizi,Izuba
1,Kigali,Nyarugenge,Gitega,Akabahizi,Nyaburanga
1,Kigali,Nyarugenge,Gitega,Akabahizi,Nyenyeri
1,Kigali,Nyarugenge,Gitega,Akabahizi,Ubukorikori
1,Kigali,Nyarugenge,Gitega,Akabahizi,Ubumwe
1,Kigali,Nyarugenge,Gitega,Akabahizi,Ubwiyunge
1,Kigali,Nyarugenge,Gitega,Akabahizi,Umucyo
1,Kigali,Nyarugenge,Gitega,Akabahizi,Umurabyo
1,Kigali,Nyarugenge,Gitega,Akabahizi,Umuseke
1,Kigali,Nyarugenge,Gitega,Akabahizi,Vugizo
1,Kigali,Nyarugenge,Gitega,Akabeza,Akinyambo
1,Kigali,Nyarugenge,Gitega,Akabeza,Amayaga
1,Kigali,Nyarugenge,Gitega,Akabeza,Gitwa
1,Kigali,Nyarugenge,Gitega,Akabeza,Ituze
1,Kigali,Nyarugenge,Gitega,Akabeza,Mpazi
1,Kigali,Nyarugenge,Gitega,Gacyamo,Amahoro
1,Kigali,Nyarugenge,Gitega,Gacyamo,Impuhwe
1,Kigali,Nyarugenge,Gitega,Gacyamo,Intsinzi
1,Kigali,Nyarugenge,Gitega,Gacyamo,Kivumu
1,Kigali,Nyarugenge,Gitega,Gacyamo,Ubumwe
1,Kigali,Nyarugenge,Gitega,Gacyamo,Urukundo
1,Kigali,Nyarugenge,Gitega,Gacyamo,Ururembo
1,Kigali,Nyarugenge,Gitega,Kigarama,Ingenzi
1,Kigali,Nyarugenge,Gitega,Kigarama,Sangwa
1,Kigali,Nyarugenge,Gitega,Kigarama,Umubano
1,Kigali,Nyarugenge,Gitega,Kigarama,Umucyo
1,Kigali,Nyarugenge,Gitega,Kigarama,Umuhoza
1,Kigali,Nyarugenge,Gitega,Kigarama,Umurava
1,Kigali,Nyarugenge,Gitega,Kinyange,Akabugenewe
1,Kigali,Nyarugenge,Gitega,Kinyange,Ihuriro
1,Kigali,Nyarugenge,Gitega,Kinyange,Isangano
1,Kigali,Nyarugenge,Gitega,Kinyange,Isano
1,Kigali,Nyarugenge,Gitega,Kinyange,Karitasi
1,Kigali,Nyarugenge,Gitega,Kinyange,Ubumanzi
1,Kigali,Nyarugenge,Gitega,Kinyange,Uburezi
1,Kigali,Nyarugenge,Gitega,Kinyange,Ubwiza
1,Kigali,Nyarugenge,Gitega,Kinyange,Umucyo
1,Kigali,Nyarugenge,Gitega,Kinyange,Umwembe
1,Kigali,Nyarugenge,Gitega,Kinyange,Urugano
1,Kigali,Nyarugenge,Gitega,Kora,Isangano
1,Kigali,Nyarugenge,Gitega,Kora,Kanunga
1,Kigali,Nyarugenge,Gitega,Kora,Kinyambo
1,Kigali,Nyarugenge,Gitega,Kora,Kivumu
1,Kigali,Nyarugenge,Gitega,Kora,Kora
1,Kigali,Nyarugenge,Gitega,Kora,Mpazi
1,Kigali,Nyarugenge,Gitega,Kora,Rugano
1,Kigali,Nyarugenge,Gitega,Kora,Rugari
1,Kigali,Nyarugenge,Gitega,Kora,Ubumwe
1,Kigali,Nyarugenge,Kanyinya,Nyamweru,Bwimo
1,Kigali,Nyarugenge,Kanyinya,Nyamweru,Gatare
1,Kigali,Nyarugenge,Kanyinya,Nyamweru,Mubuga
1,Kigali,Nyarugenge,Kanyinya,Nyamweru,Nyakirambi
1,Kigali,Nyarugenge,Kanyinya,Nyamweru,Nyamweru
1,Kigali,Nyarugenge,Kanyinya,Nyamweru,Ruhengeri
1,Kigali,Nyarugenge,Kanyinya,Nzove,Bibungo
1,Kigali,Nyarugenge,Kanyinya,Nzove,Bwiza
1,Kigali,Nyarugenge,Kanyinya,Nzove,Gateko
1,Kigali,Nyarugenge,Kanyinya,Nzove,Kagasa
1,Kigali,Nyarugenge,Kanyinya,Nzove,Nyabihu
1,Kigali,Nyarugenge,Kanyinya,Nzove,Rutagara i
1,Kigali,Nyarugenge,Kanyinya,Nzove,Rutagara ii
1,Kigali,Nyarugenge,Kanyinya,Nzove,Ruyenzi
1,Kigali,Nyarugenge,Kanyinya,Taba,Kagaramira
1,Kigali,Nyarugenge,Kanyinya,Taba,Ngendo
1,Kigali,Nyarugenge,Kanyinya,Taba,Nyarurama
1,Kigali,Nyarugenge,Kanyinya,Taba,Nyarusange
1,Kigali,Nyarugenge,Kanyinya,Taba,Rwakivumu
1,Kigali,Nyarugenge,Kanyinya,Taba,Taba
1,Kigali,Nyarugenge,Kigali,Kigali,Akirwanda
1,Kigali,Nyarugenge,Kigali,Kigali,Gisenga
1,Kigali,Nyarugenge,Kigali,Kigali,Kadobogo
1,Kigali,Nyarugenge,Kigali,Kigali,Kagarama
1,Kigali,Nyarugenge,Kigali,Kigali,Kibisogi
1,Kigali,Nyarugenge,Kigali,Kigali,Muganza
1,Kigali,Nyarugenge,Kigali,Kigali,Murama
1,Kigali,Nyarugenge,Kigali,Kigali,Rubuye
1,Kigali,Nyarugenge,Kigali,Kigali,Ruhango
1,Kigali,Nyarugenge,Kigali,Kigali,Ryasharangabo
1,Kigali,Nyarugenge,Kigali,Mwendo,Agakomeye
1,Kigali,Nyarugenge,Kigali,Mwendo,Akagugu
1,Kigali,Nyarugenge,Kigali,Mwendo,Amahoro
1,Kigali,Nyarugenge,Kigali,Mwendo,Amajyambere
1,Kigali,Nyarugenge,Kigali,Mwendo,Birambo
1,Kigali,Nyarugenge,Kigali,Mwendo,Isangano
1,Kigali,Nyarugenge,Kigali,Mwendo,Kanyabami
1,Kigali,Nyarugenge,Kigali,Mwendo,Karambo
1,Kigali,Nyarugenge,Kigali,Mwendo,Mwendo
1,Kigali,Nyarugenge,Kigali,Mwendo,Ruhuha
1,Kigali,Nyarugenge,Kigali,Mwendo,Ubuzima
1,Kigali,Nyarugenge,Kigali,Mwendo,Umutekano
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Gakoni
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Gatare
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Giticyinyoni
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Kadobogo
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Kamenge
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Karama
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Kiruhura
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Nyabikoni
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Nyabugogo
1,Kigali,Nyarugenge,Kigali,Nyabugogo,Ruhondo
1,Kigali,Nyarugenge,Kigali,Ruriba,Misibya
1,Kigali,Nyarugenge,Kigali,Ruriba,Nyabitare
1,Kigali,Nyarugenge,Kigali,Ruriba,Ruhango
1,Kigali,Nyarugenge,Kigali,Ruriba,Ruharabuge
1,Kigali,Nyarugenge,Kigali,Ruriba,Ruriba
1,Kigali,Nyarugenge,Kigali,Ruriba,Ruzigimbogo
1,Kigali,Nyarugenge,Kigali,Ruriba,Ryamakomari
1,Kigali,Nyarugenge,Kigali,Ruriba,Tubungo
1,Kigali,Nyarugenge,Kigali,Rwesero,Akanyamirambo
1,Kigali,Nyarugenge,Kigali,Rwesero,Akinama
1,Kigali,Nyarugenge,Kigali,Rwesero,Makaga
1,Kigali,Nyarugenge,Kigali,Rwesero,Musimba
1,Kigali,Nyarugenge,Kigali,Rwesero,Ruhogo
1,Kigali,Nyarugenge,Kigali,Rwesero,Rwesero
1,Kigali,Nyarugenge,Kigali,Rwesero,Rweza
1,Kigali,Nyarugenge,Kigali,Rwesero,Vuganyana
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Buhoro
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Busasamana
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Isimbi
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Ituze
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Karama
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Karwarugabo
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Kigabiro
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Mataba
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Munini
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Ntaraga
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Nunga
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Rurama
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Rutunga
1,Kigali,Nyarugenge,Kimisagara,Kamuhoza,Tetero
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Akamahoro
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Akishinge
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Akishuri
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Amahumbezi
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Inganzo
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Kigarama
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Mpazi
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Mugina
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Ubumwe
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Ubusabane
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Umubano
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Umurinzi
1,Kigali,Nyarugenge,Kimisagara,Katabaro,Uruyange
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Akabeza
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Amahoro
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Birama
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Buhoro
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Bwiza
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Byimana
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Gakaraza
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Gaseke
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Ihuriro
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Inkurunziza
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Karambi
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Kigina
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Kimisagara
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Kove
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Muganza
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Nyabugogo
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Nyagakoki
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Nyakabingo
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Nyamabuye
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Sangwa
1,Kigali,Nyarugenge,Kimisagara,Kimisagara,Sano
1,Kigali,Nyarugenge,Mageragere,Kankuba,Kamatamu
1,Kigali,Nyarugenge,Mageragere,Kankuba,Kankuba
1,Kigali,Nyarugenge,Mageragere,Kankuba,Karukina
1,Kigali,Nyarugenge,Mageragere,Kankuba,Musave
1,Kigali,Nyarugenge,Mageragere,Kankuba,Nyarumanga
1,Kigali,Nyarugenge,Mageragere,Kankuba,Rugendabari
1,Kigali,Nyarugenge,Mageragere,Kavumu,Ayabatanga
1,Kigali,Nyarugenge,Mageragere,Kavumu,Kankurimba
1,Kigali,Nyarugenge,Mageragere,Kavumu,Kavumu
1,Kigali,Nyarugenge,Mageragere,Kavumu,Mubura
1,Kigali,Nyarugenge,Mageragere,Kavumu,Murondo
1,Kigali,Nyarugenge,Mageragere,Kavumu,Nyakabingo
1,Kigali,Nyarugenge,Mageragere,Kavumu,Nyarubuye
1,Kigali,Nyarugenge,Mageragere,Mataba,Burema
1,Kigali,Nyarugenge,Mageragere,Mataba,Gahombo
1,Kigali,Nyarugenge,Mageragere,Mataba,Kabeza
1,Kigali,Nyarugenge,Mageragere,Mwendo,Karambi
1,Kigali,Nyarugenge,Mageragere,Mataba,Kwisanga
1,Kigali,Nyarugenge,Mageragere,Mataba,Mageragere
1,Kigali,Nyarugenge,Mageragere,Mataba,Mataba
1,Kigali,Nyarugenge,Mageragere,Mataba,Rushubi
1,Kigali,Nyarugenge,Mageragere,Ntungamo,Akanakamageragere
1,Kigali,Nyarugenge,Mageragere,Ntungamo,Gatovu
1,Kigali,Nyarugenge,Mageragere,Ntungamo,Nyabitare
1,Kigali,Nyarugenge,Mageragere,Ntungamo,Nyarubande
1,Kigali,Nyarugenge,Mageragere,Ntungamo,Rubungo
1,Kigali,Nyarugenge,Mageragere,Ntungamo,Rwindonyi
1,Kigali,Nyarugenge,Mageragere,Nyarufunzo,Akabungo
1,Kigali,Nyarugenge,Mageragere,Nyarufunzo,Akamashinge
1,Kigali,Nyarugenge,Mageragere,Nyarufunzo,Maya
1,Kigali,Nyarugenge,Mageragere,Nyarufunzo,Nyarufunzo
1,Kigali,Nyarugenge,Mageragere,Nyarufunzo,Nyarurama
1,Kigali,Nyarugenge,Mageragere,Nyarufunzo,Rubete
1,Kigali,Nyarugenge,Mageragere,Nyarurenzi,Amahoro
1,Kigali,Nyarugenge,Mageragere,Nyarurenzi,Ayabaramba
1,Kigali,Nyarugenge,Mageragere,Nyarurenzi,Gikuyu
1,Kigali,Nyarugenge,Mageragere,Nyarurenzi,Iterambere
1,Kigali,Nyarugenge,Mageragere,Nyarurenzi,Nyabirondo
1,Kigali,Nyarugenge,Mageragere,Nyarurenzi,Nyarurenzi
1,Kigali,Nyarugenge,Mageragere,Runzenze,Gisunzu
1,Kigali,Nyarugenge,Mageragere,Runzenze,Mpanga
1,Kigali,Nyarugenge,Mageragere,Runzenze,Nkomero
1,Kigali,Nyarugenge,Mageragere,Runzenze,Runzenze
1,Kigali,Nyarugenge,Mageragere,Runzenze,Uwurugenge
1,Kigali,Nyarugenge,Muhima,Amahoro,Amahoro
1,Kigali,Nyarugenge,Muhima,Amahoro,Amizero
1,Kigali,Nyarugenge,Muhima,Amahoro,Inyarurembo
1,Kigali,Nyarugenge,Muhima,Amahoro,Kabirizi
1,Kigali,Nyarugenge,Muhima,Amahoro,Ubuzima
1,Kigali,Nyarugenge,Muhima,Amahoro,Uruhimbi
1,Kigali,Nyarugenge,Muhima,Kabasengerezi,Icyeza
1,Kigali,Nyarugenge,Muhima,Kabasengerezi,Ikana
1,Kigali,Nyarugenge,Muhima,Kabasengerezi,Intwari
1,Kigali,Nyarugenge,Muhima,Kabasengerezi,Kabasengerezi
1,Kigali,Nyarugenge,Muhima,Kabeza,Hirwa
1,Kigali,Nyarugenge,Muhima,Kabeza,Ikaze
1,Kigali,Nyarugenge,Muhima,Kabeza,Imanzi
1,Kigali,Nyarugenge,Muhima,Kabeza,Ingenzi
1,Kigali,Nyarugenge,Muhima,Kabeza,Ituze
1,Kigali,Nyarugenge,Muhima,Kabeza,Sangwa
1,Kigali,Nyarugenge,Muhima,Kabeza,Umwezi
1,Kigali,Nyarugenge,Muhima,Nyabugogo,Abeza
1,Kigali,Nyarugenge,Muhima,Nyabugogo,Icyerekezo
1,Kigali,Nyarugenge,Muhima,Nyabugogo,Indatwa
1,Kigali,Nyarugenge,Muhima,Nyabugogo,Rwezangoro
1,Kigali,Nyarugenge,Muhima,Nyabugogo,Ubucuruzi
1,Kigali,Nyarugenge,Muhima,Nyabugogo,Umutekano
1,Kigali,Nyarugenge,Muhima,Rugenge,Imihigo
1,Kigali,Nyarugenge,Muhima,Rugenge,Impala
1,Kigali,Nyarugenge,Muhima,Rugenge,Rugenge
1,Kigali,Nyarugenge,Muhima,Rugenge,Ubumanzi
1,Kigali,Nyarugenge,Muhima,Tetero,Indamutsa
1,Kigali,Nyarugenge,Muhima,Tetero,Ingoro
1,Kigali,Nyarugenge,Muhima,Tetero,Inkingi
1,Kigali,Nyarugenge,Muhima,Tetero,Intiganda
1,Kigali,Nyarugenge,Muhima,Tetero,Iwacu
1,Kigali,Nyarugenge,Muhima,Tetero,Tetero
1,Kigali,Nyarugenge,Muhima,Ubumwe,Isangano
1,Kigali,Nyarugenge,Nyakabanda,Munanira i,Kabusunzu
1,Kigali,Nyarugenge,Nyakabanda,Munanira i,Munanira
1,Kigali,Nyarugenge,Nyakabanda,Munanira i,Ntaraga
1,Kigali,Nyarugenge,Nyakabanda,Munanira i,Nyagasozi
1,Kigali,Nyarugenge,Nyakabanda,Munanira i,Rurembo
1,Kigali,Nyarugenge,Nyakabanda,Munanira ii,Gasiza
1,Kigali,Nyarugenge,Nyakabanda,Munanira ii,Kamwiza
1,Kigali,Nyarugenge,Nyakabanda,Munanira ii,Kanyange
1,Kigali,Nyarugenge,Nyakabanda,Munanira ii,Karudandi
1,Kigali,Nyarugenge,Nyakabanda,Munanira ii,Kigabiro
1,Kigali,Nyarugenge,Nyakabanda,Munanira ii,Kokobe
1,Kigali,Nyarugenge,Nyakabanda,Munanira ii,Mucyuranyana
1,Kigali,Nyarugenge,Nyakabanda,Munanira ii,Nkundumurimbo
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda i,Akinkware
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda i,Gapfupfu
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda i,Gasiza
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda i,Kariyeri
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda i,Kokobe
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda i,Munini
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda i,Nyakabanda
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda i,Rwagitanga
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda ii,Ibuhoro
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda ii,Kabeza
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda ii,Kanyiranganji
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda ii,Karujongi
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda ii,Kigarama
1,Kigali,Nyarugenge,Nyakabanda,Nyakabanda ii,Kirwa
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Amizero
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Gabiro
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Imanzi
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Ingenzi
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Intwari
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Karisimbi
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Mahoro
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Mpano
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Muhabura
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Muhoza
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Munini
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Rugero
1,Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Shema
1,Kigali,Nyarugenge,Nyamirambo,Gasharu,Kagunga
1,Kigali,Nyarugenge,Nyamirambo,Gasharu,Karukoro
1,Kigali,Nyarugenge,Nyamirambo,Gasharu,Rwintare
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Akanyana
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Akanyirazaninka
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Akarekare
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Akatabaro
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Irembo
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Itaba
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Kiberinka
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Mumena
1,Kigali,Nyarugenge,Nyamirambo,Mumena,Rwampara
2,Kigali,Nyarugenge,Nyamirambo,Rugarama,Gatare
1,Kigali,Nyarugenge,Nyamirambo,Rugarama,Kiberinka
1,Kigali,Nyarugenge,Nyamirambo,Rugarama,Munanira
1,Kigali,Nyarugenge,Nyamirambo,Rugarama,Riba
1,Kigali,Nyarugenge,Nyamirambo,Rugarama,Rubona
1,Kigali,Nyarugenge,Nyamirambo,Rugarama,Rugarama
1,Kigali,Nyarugenge,Nyamirambo,Rugarama,Runyinya
1,Kigali,Nyarugenge,Nyamirambo,Rugarama,Rusisiro
1,Kigali,Nyarugenge,Nyamirambo,Rugarama,Tetero
1,Kigali,Nyarugenge,Nyarugenge,Agatare,Agatare
1,Kigali,Nyarugenge,Nyarugenge,Agatare,Amajyambere
1,Kigali,Nyarugenge,Nyarugenge,Agatare,Inyambo
1,Kigali,Nyarugenge,Nyarugenge,Agatare,Meraneza
1,Kigali,Nyarugenge,Nyarugenge,Agatare,Uburezi
1,Kigali,Nyarugenge,Nyarugenge,Agatare,Umucyo
1,Kigali,Nyarugenge,Nyarugenge,Agatare,Umurava
1,Kigali,Nyarugenge,Nyarugenge,Biryogo,Biryogo
1,Kigali,Nyarugenge,Nyarugenge,Biryogo,Gabiro
1,Kigali,Nyarugenge,Nyarugenge,Biryogo,Isoko
1,Kigali,Nyarugenge,Nyarugenge,Biryogo,Nyiranuma
1,Kigali,Nyarugenge,Nyarugenge,Biryogo,Umurimo
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Amizero
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Cercle sportif
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ganza
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Imena
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Indangamirwa
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ingenzi
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Inyarurembo
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ishema
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Isibo
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Muhabura
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Rugunga
1,Kigali,Nyarugenge,Nyarugenge,Kiyovu,Sugira
1,Kigali,Nyarugenge,Nyarugenge,Rwampara,Amahoro
1,Kigali,Nyarugenge,Nyarugenge,Rwampara,Gacaca
1,Kigali,Nyarugenge,Nyarugenge,Rwampara,Intwari
1,Kigali,Nyarugenge,Nyarugenge,Rwampara,Rwampara
1,Kigali,Nyarugenge,Nyarugenge,Rwampara,Umucyo
1,Kigali,Nyarugenge,Nyarugenge,Rwampara,Umuganda
1,Kigali,Nyarugenge,Rwezamenyo,Kabuguru i,Muhoza
1,Kigali,Nyarugenge,Rwezamenyo,Kabuguru i,Muhuza
1,Kigali,Nyarugenge,Rwezamenyo,Kabuguru i,Mumararungu
1,Kigali,Nyarugenge,Rwezamenyo,Kabuguru i,Murambi
1,Kigali,Nyarugenge,Rwezamenyo,Kabuguru ii,Buhoro
1,Kigali,Nyarugenge,Rwezamenyo,Kabuguru ii,Gasabo
1,Kigali,Nyarugenge,Rwezamenyo,Kabuguru ii,Mutara
1,Kigali,Nyarugenge,Rwezamenyo,Kabuguru ii,Ubusabane
1,Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo i,Abatarushwa
1,Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo i,Indatwa
1,Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo i,Inkerakubanza
1,Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo i,Intwari
1,Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo ii,Amahoro
1,Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo ii,Umucyo
1,Kigali,Nyarugenge,Rwezamenyo,Rwezamenyo ii,Urumuri
1,Kigali,Gasabo,Bumbogo,Kinyaga,Akakaza
1,Kigali,Gasabo,Bumbogo,Kinyaga,Muhozi
1,Kigali,Gasabo,Bumbogo,Kinyaga,Rubungo
1,Kigali,Gasabo,Bumbogo,Kinyaga,Ryakigogo
1,Kigali,Gasabo,Bumbogo,Kinyaga,Zindiro
1,Kigali,Gasabo,Bumbogo,Musave,Kagarama
1,Kigali,Gasabo,Bumbogo,Musave,Kayumba
1,Kigali,Gasabo,Bumbogo,Musave,Ramba
1,Kigali,Gasabo,Bumbogo,Musave,Rebero
1,Kigali,Gasabo,Bumbogo,Musave,Rugando
1,Kigali,Gasabo,Bumbogo,Mvuzo,Kigabiro
1,Kigali,Gasabo,Bumbogo,Mvuzo,Kiyoro
1,Kigali,Gasabo,Bumbogo,Mvuzo,Murarambo
1,Kigali,Gasabo,Bumbogo,Mvuzo,Nkona
1,Kigali,Gasabo,Bumbogo,Mvuzo,Nyakabingo
1,Kigali,Gasabo,Bumbogo,Mvuzo,Rukoma
1,Kigali,Gasabo,Bumbogo,Ngara,Birembo
1,Kigali,Gasabo,Bumbogo,Ngara,Gisasa
1,Kigali,Gasabo,Bumbogo,Ngara,Munini
1,Kigali,Gasabo,Bumbogo,Ngara,Ruhinga
1,Kigali,Gasabo,Bumbogo,Ngara,Uwaruraza
1,Kigali,Gasabo,Bumbogo,Nkuzuzu,Akabenejuru
1,Kigali,Gasabo,Bumbogo,Nkuzuzu,Akasedogo
1,Kigali,Gasabo,Bumbogo,Nkuzuzu,Akimpama
1,Kigali,Gasabo,Bumbogo,Nkuzuzu,Burima
1,Kigali,Gasabo,Bumbogo,Nkuzuzu,Kityazo
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Bushya
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Gikumba
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Kamutamu
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Karama
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Kayenzi
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Kigara
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Kiriza
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Masizi
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Mbogo
1,Kigali,Gasabo,Bumbogo,Nyabikenke,Nyampamo
1,Kigali,Gasabo,Bumbogo,Nyagasozi,Akanyiramugarura
1,Kigali,Gasabo,Bumbogo,Nyagasozi,Akigabiro
1,Kigali,Gasabo,Bumbogo,Nyagasozi,Gishaka
1,Kigali,Gasabo,Bumbogo,Nyagasozi,Kabuye
1,Kigali,Gasabo,Bumbogo,Nyagasozi,Mpabwa
1,Kigali,Gasabo,Bumbogo,Nyagasozi,Nyagasambu
1,Kigali,Gasabo,Bumbogo,Nyagasozi,Urutarishonga
1,Kigali,Gasabo,Gatsata,Karuruma,Akamamana
1,Kigali,Gasabo,Gatsata,Karuruma,Akimihigo
1,Kigali,Gasabo,Gatsata,Karuruma,Bigega
1,Kigali,Gasabo,Gatsata,Karuruma,Busasamana
1,Kigali,Gasabo,Gatsata,Karuruma,Kingasire
1,Kigali,Gasabo,Gatsata,Karuruma,Kumuyange
1,Kigali,Gasabo,Gatsata,Karuruma,Muremera
1,Kigali,Gasabo,Gatsata,Karuruma,Nyagasozi
1,Kigali,Gasabo,Gatsata,Karuruma,Rugoro
1,Kigali,Gasabo,Gatsata,Karuruma,Rwesero
1,Kigali,Gasabo,Gatsata,Karuruma,Tetero
1,Kigali,Gasabo,Gatsata,Nyamabuye,Agakomeye
1,Kigali,Gasabo,Gatsata,Nyamabuye,Gashubi
1,Kigali,Gasabo,Gatsata,Nyamabuye,Gisiza
1,Kigali,Gasabo,Gatsata,Nyamabuye,Hanika
